CONTRACT #;*FUNCTION;*ACTIVITY*;SUN;MON;TUE ;WED;THR;FRI;TOTAL HOUR;NAME;WEEK;Year
6008;400;700;;;;;;;0;HEÖ;32;2025
6008;400;2000;;;;;;;0;HEÖ;32;2025
6008;400;5000;;;5;;4;;9;HEÖ;32;2025
6008;400;6000;;;;;2;;2;HEÖ;32;2025
6008;400;7000;;2;3;;1;;6;HEÖ;32;2025
6008;400;8000;;1;;;;;1;HEÖ;32;2025
4411;400;8000;;1;1;;;;2;YK;32;2025
6001;400;8000;;;;;;;0;YK;32;2025
6010;400;1000;;3;1;2;;;6;YK;32;2025
6010;400;8000;;;;;;;0;YK;32;2025
6001;400;7000;;;;;;;0;YK;32;2025
6010;400;5000;;;2;;3;2;7;YK;32;2025
6010;400;7000;;4;3;2;3;4;16;YK;32;2025
4411;400;7000;;;1;;;;1;YK;32;2025
6005;400;8000;;;;;2;2;4;YK;32;2025
6004;400;7000;;5;3;2;5;4;19;RP;33;2025
6011;400;2000;;0,5;1;;;;1,5;RP;33;2025
6004;400;8000;;1;3;2;3;4;13;RP;33;2025
6011;400;7000;;0,5;;;;;0,5;RP;33;2025
6008;400;5000;;6;5;5;5;5;26;EA;33;2025
6012;500;2000;;8;7;2;8;7;32;SH;33;2025
4375;800;600;;;1;;;;1;SH;33;2025
6001;400;7000;;1,5;;;;;1,5;MY;33;2025
4425;400;5000;;3,5;;;;;3,5;MY;33;2025
6006;400;5000;;1;3,5;2;;;6,5;MY;33;2025
6011;400;5000;;;;3;;2,5;5,5;MY;33;2025
6008;400;5000;;6;5;6;5;;22;MA;33;2025
6011;400;5000;;1;;;2;7;10;MA;33;2025
6002-5;400;5000;;;1;1;;;2;MA;33;2025
6012;400;7000;;10;5,5;8;5;1;29,5;BP;33;2025
6012;400;5000;;;;;1;5;6;BP;33;2025
4385;400;8000;;1;1;;;;2;BP;33;2025
4425;400;8000;;;;;;;0;BP;33;2025
6012;400;2000;;;;;1;1;2;BP;33;2025
6007;400;7000;;;;1;;;1;BP;33;2025
6007;400;8000;;0,5;0,5;;1;1;3;BP;33;2025
4384;400;600;;;;;;;0;CÇ;33;2025
4426;400;600;;;;;;;0;CÇ;33;2025
4426;400;1000;;;;;;;0;CÇ;33;2025
4426;400;6000;;;;;;;0;CÇ;33;2025
4426;400;7000;;;0,5;;;;0,5;CÇ;33;2025
4426;400;8000;;0,5;0,5;;;;1;CÇ;33;2025
6003;400;400;;;;;;;0;CÇ;33;2025
6006;400;400;;;;;;;0;CÇ;33;2025
6006;400;8000;;;;;;;0;CÇ;33;2025
6007;400;600;;;;;;;0;CÇ;33;2025
6008;400;400;;;;;;;0;CÇ;33;2025
6008;400;5000;;;2,5;;;1,5;4;CÇ;33;2025
6008;400;6000;;;;;;;0;CÇ;33;2025
6008;400;7000;;;;;;;0;CÇ;33;2025
6008;400;8000;;;;1;;;1;CÇ;33;2025
6010;400;600;;;;;;;0;CÇ;33;2025
6010;400;1000;;;;;;;0;CÇ;33;2025
6010;400;5000;;1;0,5;;;;1,5;CÇ;33;2025
6010;400;8000;;3;;;;0,5;3,5;CÇ;33;2025
6012;400;400;;;;;;;0;CÇ;33;2025
6012;400;600;;;;;;;0;CÇ;33;2025
6012;400;2000;;;;;0,5;;0,5;CÇ;33;2025
6012;400;5000;;;;2,5;2;;4,5;CÇ;33;2025
6012;400;6000;;;;;;1;1;CÇ;33;2025
6012;400;7000;;;;;2,5;0,5;3;CÇ;33;2025
6012;400;8000;;;;2,5;;1;3,5;CÇ;33;2025
6013;400;8000;;;2,5;;2;1;5,5;CÇ;33;2025
6002-7;400;5000;;3;5;2;;;10;AG;33;2025
6010;400;5000;;5;2;;;;7;AG;33;2025
6002-5;400;5000;;1;1;1;;;3;AG;33;2025
6012;400;5000;;;;2;;;2;AG;33;2025
6011;400;5000;;;;2;8;8;18;AG;33;2025
6008;400;2000;;2;1;;3;1;7;BÞ;33;2025
6008;400;4000;;2;2;;2;1;7;BÞ;33;2025
6008;400;5000;;3;4;5;2;3;17;BÞ;33;2025
6008;400;7000;;;;;;3;3;BÞ;33;2025
4411;400;8000;;;;;;;0;YK;33;2025
6001;400;8000;;;;;;;0;YK;33;2025
6010;400;1000;;2;;1;2;2;7;YK;33;2025
6010;400;8000;;2;;1;;1;4;YK;33;2025
6001;400;7000;;;;;;;0;YK;33;2025
6010;400;5000;;;;3;2;2;7;YK;33;2025
6010;400;7000;;4;5;2;4;;15;YK;33;2025
4411;400;7000;;;;;;;0;YK;33;2025
6005;400;8000;;;2;;;;2;YK;33;2025
6010;400;2000;;;1;1;;1;3;YK;33;2025
6008;400;600;;;;;;;0;HEÖ;33;2025
6008;400;700;;;;;;;0;HEÖ;33;2025
6008;400;2000;;;;;3;;3;HEÖ;33;2025
6008;400;5000;;;;4;;;4;HEÖ;33;2025
6008;400;6000;;;;;2;;2;HEÖ;33;2025
6008;400;7000;;3;;4;3;;10;HEÖ;33;2025
6008;400;8000;;1;;;;;1;HEÖ;33;2025
6011;400;5000;;;6;4;;;10;SA;33;2025
6004;400;7000;;;2;4;;;6;SA;33;2025
6011;400;6000;;;;;2;;2;SA;33;2025
6011;400;7000;;;;;4;;4;SA;33;2025
6013;400;2000;;;;;2;8;10;SA;33;2025
4384;400;600;;2;;;;;2;VYÇ;33;2025
6011;400;7000;;5;;;;;5;VYÇ;33;2025
6006;400;8000;;2;3;2;1;;8;AEA;33;2025
6006;400;7000;;2;;1;1;;4;AEA;33;2025
6003;400;8000;;;1;;;;1;AEA;33;2025
6013;400;7000;;1;;;;;1;AEA;33;2025
6013;400;2000;;3;4;5;6;;18;AEA;33;2025
6008;400;5000;;;;;2;;2;OÞ;33;2025
6006;400;5000;;;1;;;1;2;OÞ;33;2025
6010;400;5000;;2;2;2;2;1;9;OÞ;33;2025
6011;400;5000;;3;2;3;2;1;11;OÞ;33;2025
6008;400;8000;;8;6;8;6;8;36;BS;33;2025
6002-5;400;5000;;8;8;8;8;8;40;DB;33;2025
6013;400;5000;;;;;;2;2;KP;33;2025
6013;400;1000;;6;2;4;3;2;17;KP;33;2025
6013;400;2000;;;;1;1;1;3;KP;33;2025
6006;400;8000;;;;;1;;1;KP;33;2025
6008;400;5000;;2;;;;;2;UU;33;2025
6013;400;5000;;2;;;;;2;UU;33;2025
6011;400;1000;;;2;;;;2;UU;33;2025
6011;400;2000;;;1;;;;1;UU;33;2025
6010;400;2000;;;1;;;;1;UU;33;2025
6011;400;5000;;;;2;;;2;UU;33;2025
6011;400;7000;;;;2;;;2;UU;33;2025
6013;400;2000;;;;;2;;2;UU;33;2025
6008;400;5000;;;;;;2;2;UU;33;2025
6013;400;5000;;;;;;2;2;UU;33;2025
6011;400;7000;;;;;;2;2;UU;33;2025
6002-5;400;5000;;;;;;8;8;DB;31;2025
6004;400;7000;;3;1;4;;;8;RP;34;2025
6011;400;8000;;0,5;;;;;0,5;RP;34;2025
6004;400;8000;;0,5;0,5;4;;;5;RP;34;2025
6011;400;7000;;1;;;3;1;5;RP;34;2025
6011;400;1000;;2;4;;5;1;12;RP;34;2025
6002;400;7000;;;1;;;0,5;1,5;RP;34;2025
6002;400;8000;;1;;;;;1;RP;34;2025
6011;400;5000;;;;;;3;3;RP;34;2025
6007;400;8000;;;;;1;;1;CÇ;34;2025
6008;400;8000;;;;;0,5;;0,5;CÇ;34;2025
6010;400;600;;;2,5;;;;2,5;CÇ;34;2025
6010;400;6000;;;1;;;;1;CÇ;34;2025
6011;400;5000;;;;;0,5;;0,5;CÇ;34;2025
6012;400;400;;2,5;;2,5;1;3,5;9,5;CÇ;34;2025
6012;400;600;;;;;;;0;CÇ;34;2025
6012;400;5000;;;;;2,5;0,5;3;CÇ;34;2025
6012;400;8000;;;2,5;2,5;;1;6;CÇ;34;2025
6010;500;5000;;8;8;8;8;8;40;SH;34;2025
6012;400;7000;;;;6;;;6;BP;34;2025
6012;400;5000;;7;3;;3;4;17;BP;34;2025
4385;400;8000;;;1;2;1;2;6;BP;34;2025
4425;400;8000;;;;;;;0;BP;34;2025
6012;400;2000;;;;;;;0;BP;34;2025
6007;400;7000;;1;2;1;1;2;7;BP;34;2025
6007;400;8000;;2;2;2;;;6;BP;34;2025
6011;400;5000;;7;7;6;7;6;33;MA;34;2025
6008;400;5000;;;;1;;1;2;MA;34;2025
6008;400;5000;;6;1,5;;;;7,5;MY;34;2025
6011;400;5000;;;2;;;;2;MY;34;2025
6005;400;5000;;;;3;;;3;MY;34;2025
6005;;5000;;;;3;6;3,5;12,5;MY;34;2025
6008;400;5000;;5;1;5;;;11;EA;34;2025
6004;400;5000;;;4;1;;;5;EA;34;2025
6002-7;400;5000;;;2;;2;5;9;AG;34;2025
6010;400;5000;;;;1;;;1;AG;34;2025
6002-5;400;5000;;;2,5;;1;;3,5;AG;34;2025
6012;400;5000;;;;;;;0;AG;34;2025
6011;400;5000;;8;2,5;3;3;3;19,5;AG;34;2025
6002-5;400;5000;;;;3;;;3;AG;34;2025
6011;400;5000;;2;2;;;;4;SA;34;2025
6009;400;5000;;4;2;;;;6;SA;34;2025
6011;400;2000;;2;;;;;2;SA;34;2025
6011;400;8000;;;2;;;;2;SA;34;2025
6013;400;2000;;;;6;1;;7;SA;34;2025
6013;400;7000;;;;2;;8;10;SA;34;2025
6013;400;5000;;;;;6;;6;SA;34;2025
6013;400;400;;;;;1;;1;SA;34;2025
6010;400;8000;;2;;2;1;;5;BS;34;2025
6008;400;5000;;3;6;6;5;7;27;BS;34;2025
6006;400;8000;;1;;1;;3;5;AEA;34;2025
6006;400;7000;;3;;2;3;;8;AEA;34;2025
6003;400;8000;;;;;;;0;AEA;34;2025
6013;400;7000;;;2;2;1;2;7;AEA;34;2025
6013;400;2000;;4;6;3;4;3;20;AEA;34;2025
6008;400;5000;;2;;;;;2;UU;34;2025
6013;400;5000;;2;;;;;2;UU;34;2025
6011;400;1000;;;2;;;;2;UU;34;2025
6011;400;2000;;;2;;;;2;UU;34;2025
6010;400;2000;;;2;;;;2;UU;34;2025
6011;400;5000;;;;3;;;3;UU;34;2025
6011;400;7000;;;;3;;;3;UU;34;2025
6013;400;2000;;;;;4;;4;UU;34;2025
6013;400;5000;;;;;;6;6;UU;34;2025
6008;400;8000;;6;8;7;6;8;35;BÞ;34;2025
6008;400;7000;;2;;1;2;;5;BÞ;34;2025
4384;400;600;;1;;4;1;1;7;VYÇ;34;2025
4384;800;8000;;;4;;;;4;VYÇ;34;2025
4411;800;200;;;;;;;0;VYÇ;34;2025
6008;400;7000;;;;;;4;4;VYÇ;34;2025
4425;400;8000;;1;;3;;;4;VYÇ;34;2025
4425;800;8000;;;;;1;;1;VYÇ;34;2025
6003;200;8000;;;;;;;0;VYÇ;34;2025
6012;400;7000;;;;;;;0;VYÇ;34;2025
6004;400;7000;;;;;;;0;VYÇ;34;2025
6011;400;7000;;;;;5;2;7;VYÇ;34;2025
4411;400;8000;;;1;;;;1;YK;34;2025
6001;400;8000;;;;;1;;1;YK;34;2025
6010;400;1000;;;;1;;;1;YK;34;2025
6010;400;8000;;;1;2;1;2;6;YK;34;2025
6001;400;7000;;;;;;;0;YK;34;2025
6010;400;5000;;2;1;;2;;5;YK;34;2025
6010;400;7000;;3;4;3;4;4;18;YK;34;2025
4411;400;7000;;;;;;;0;YK;34;2025
6005;400;8000;;;;;;;0;YK;34;2025
6010;400;2000;;3;1;2;;2;8;YK;34;2025
6008;400;5000;;1;;;;1;2;OÞ;34;2025
6006;400;5000;;1;2;;2;2;7;OÞ;34;2025
6010;400;5000;;3;3;2;3;2;13;OÞ;34;2025
6004;400;7000;;3;4;1;2;3;13;RP;35;2025
6011;400;8000;;1;;;;;1;RP;35;2025
6004;400;8000;;1;2;1;1;2;7;RP;35;2025
6011;400;7000;;;1;2;3;1;7;RP;35;2025
6011;400;2000;;1;;2;2;;5;RP;35;2025
6011;400;5000;;2;1;;;2;5;RP;35;2025
6012;400;7000;;1;;;;;1;BP;35;2025
6012;400;5000;;;;;;4;4;BP;35;2025
4385;400;8000;;3;;;;;3;BP;35;2025
4425;400;8000;;;;;;;0;BP;35;2025
6012;400;2000;;3;4;5;4;2;18;BP;35;2025
6007;400;7000;;3;4;;;;7;BP;35;2025
6007;400;8000;;1;;3;4;2;10;BP;35;2025
6011;400;5000;;6;1,5;;;;7,5;MY;35;2025
6008;400;5000;;;2;3;;;5;MY;35;2025
6008;400;5000;;;;3;6;3,5;12,5;MY;35;2025
6011;400;5000;;;7;;;;7;MA;35;2025
6008;400;5000;;7;;;;;7;MA;35;2025
6011;400;5000;;;3;;;;3;SA;35;2025
6009;400;5000;;;;;;;0;SA;35;2025
6011;400;2000;;3;1;4;;;8;SA;35;2025
6011;400;8000;;;;;;;0;SA;35;2025
6013;400;2000;;;;;;;0;SA;35;2025
6013;400;7000;;;;;;;0;SA;35;2025
6013;400;5000;;;1;;4;4;9;SA;35;2025
6013;400;400;;;;;1;;1;SA;35;2025
6011;400;7000;;2;3;;3;;8;SA;35;2025
6011;400;6000;;;;4;;4;8;SA;35;2025
6010;500;5000;;5;8;8;8;;29;SH;35;2025
6002-7;400;5000;;;;1;;1;2;AG;35;2025
6010;400;5000;;2;1;2;1;;6;AG;35;2025
6002-5;400;5000;;;;1;;;1;AG;35;2025
6012;400;5000;;3;3;;;;6;AG;35;2025
6011;400;5000;;;4;3;7;7;21;AG;35;2025
4411;400;8000;;;;;;;0;YK;35;2025
6001;400;8000;;;;;;;0;YK;35;2025
6010;400;1000;;;;;;;0;YK;35;2025
6010;400;8000;;1;1;;;;2;YK;35;2025
6001;400;7000;;;;;;;0;YK;35;2025
6010;400;5000;;;;;;;0;YK;35;2025
6010;400;7000;;3;2;;4;3;12;YK;35;2025
4411;400;7000;;;;;;;0;YK;35;2025
6005;400;8000;;;;;;;0;YK;35;2025
6010;400;2000;;4;5;4;3;4;20;YK;35;2025
6008;400;5000;;1;;;;;1;OS;35;2025
6006;400;5000;;1;1;;;;2;OS;35;2025
6010;400;5000;;1;2;2;;;5;OS;35;2025
6011;400;5000;;2;2;2;;;6;OS;35;2025
4384;400;600;;1;1;;;;2;VYÇ;35;2025
4384;800;8000;;6;;;;;6;VYÇ;35;2025
6011;400;7000;;;6;7;;;13;VYÇ;35;2025
6008;400;600;;;3;;;;3;HEÖ;35;2025
6008;400;7000;;;2;8;;;10;HEÖ;35;2025
6008;400;8000;;;2;;;;2;HEÖ;35;2025
6008;400;8000;;7;5;7;6;6;31;BÞ;35;2025
6008;400;7000;;;;;1;1;2;BÞ;35;2025
6008;400;5000;;6;6;6;5;5;28;EA;35;2025
6012;400;5000;;8;8;8;8;8;40;DB;35;2025
6010;400;5000;;8;8;5;8;4;33;BS;35;2025
6013;400;5000;;1;3;3;1;3;11;KP;35;2025
6013;400;8000;;;1;2;2;2;7;KP;35;2025
6013;400;2000;;2;;;;;2;KP;35;2025
6006;400;8000;;;2;;1;;3;KP;35;2025
6006;400;7000;;2;;;;;2;KP;35;2025
4384;400;600;;1;1;;;;2;VYÇ;35;2025
4384;800;8000;;6;;;;;6;VYÇ;35;2025
6011;400;7000;;;6;7;7;;20;VYÇ;35;2025
4368;400;7000;;;;;;;0;VYÇ;35;2025
6006;400;7000;;;;;;;0;VYÇ;35;2025
6006;400;8000;;4;5;4;3;6;22;AEA;35;2025
6006;400;7000;;4;3;3;3;2;15;AEA;35;2025
6003;400;8000;;;;;1;;1;AEA;35;2025
6003;400;7000;;;;1;1;;2;AEA;35;2025
6013;400;5000;;;4;;;;4;UU;35;2025
6011;400;1000;;;2;;;;2;UU;35;2025
6011;400;2000;;;;2;;;2;UU;35;2025
6010;400;2000;;;;2;;;2;UU;35;2025
6008;400;5000;;;;1;;;1;UU;35;2025
6013;400;2000;;;;1;;;1;UU;35;2025
6013;400;5000;;;;;2;;2;UU;35;2025
6008;400;5000;;2;;1;3;3;9;OS;36;2025
6006;400;5000;;1;1;;;;2;OS;36;2025
6010;400;5000;;1;2;2;3;3;11;OS;36;2025
6011;400;5000;;2;2;2;;;6;OS;36;2025
6001;400;5000;;6;3,5;1;6;3,5;20;MY;36;2025
6002;400;5000;;;;4;;;4;MY;36;2025
6011;400;5000;;;4;;4;7;15;MA;36;2025
6008;400;5000;;3;2;;3;;8;MA;36;2025
6011;400;5000;;;;7;;;7;MA;36;2025
6008;400;700;;;;5;4;4;13;HEÖ;36;2025
6008;400;7000;;;2;2;2;1;7;HEÖ;36;2025
6008;400;8000;;;;1;2;3;6;HEÖ;36;2025
6010;400;5000;;;;8;7;8;23;BS;36;2025
6011;400;5000;;3;;;;3;6;SA;36;2025
6009;400;5000;;;1;;;;1;SA;36;2025
6011;400;2000;;;;;;;0;SA;36;2025
6013;400;2000;;;2;3;;;5;SA;36;2025
6013;400;7000;;;;;;;0;SA;36;2025
6013;400;5000;;;;;7;3;10;SA;36;2025
6011;400;7000;;;;1;;;1;SA;36;2025
6011;400;6000;;4;3;2;;;9;SA;36;2025
6011;400;400;;;;;;1;1;SA;36;2025
6004;400;7000;;2;;2;;;4;RP;36;2025
6011;400;8000;;1;2;;;2;5;RP;36;2025
6004;400;8000;;4;2;1;;1;8;RP;36;2025
6011;400;7000;;1;1;3;3;3;11;RP;36;2025
6011;400;2000;;;;2;3;2;7;RP;36;2025
6011;400;5000;;;1;;;;1;RP;36;2025
6002;400;8000;;;1;;1;;2;RP;36;2025
6002;400;7000;;;1;;1;;2;RP;36;2025
6013;400;5000;;1;1;2;;;4;KP;36;2025
6013;400;8000;;1;1;1;1;1;5;KP;36;2025
6013;400;2000;;2;;;;;2;KP;36;2025
6013;400;7000;;;3;3;2;;8;KP;36;2025
6006;400;8000;;1;;;2;;3;KP;36;2025
6006;400;7000;;1;;;1;;2;KP;36;2025
6012;400;7000;;8;8;;8;8;32;DB;36;2025
6002-5;400;7000;;;;7;;;7;DB;36;2025
6012;400;7000;;;;2;;;2;BP;36;2025
6012;400;5000;;4;5;1;0,5;2;12,5;BP;36;2025
4385;400;8000;;;;;0,5;1;1,5;BP;36;2025
4425;400;8000;;;;;;;0;BP;36;2025
6012;400;2000;;;;;;;0;BP;36;2025
6007;400;7000;;4;3;5;;;12;BP;36;2025
6007;400;8000;;;;;;5;5;BP;36;2025
6007;fat;;;;;;7;;7;BP;36;2025
6002-7;400;5000;;;4;1;2;;7;AG;36;2025
6010;400;5000;;2;1;1;1;1;6;AG;36;2025
6002-5;400;5000;;;;;;;0;AG;36;2025
6012;400;5000;;2;1;;;;3;AG;36;2025
6011;400;5000;;3;1,5;4;5;;13,5;AG;36;2025
6013;400;5000;;1;0,5;;;;1,5;AG;36;2025
6002-5;400;5000;;;;1;;7;8;AG;36;2025
4411;400;8000;;1;;;;;1;YK;36;2025
6001;400;8000;;;;;1;1;2;YK;36;2025
6010;400;1000;;;;;;;0;YK;36;2025
6010;400;8000;;1;1;;;1;3;YK;36;2025
6001;400;7000;;;;;1;;1;YK;36;2025
6010;400;5000;;;;;3;;3;YK;36;2025
6010;400;7000;;2;3;4;2;2;13;YK;36;2025
4411;400;7000;;2;;;;;2;YK;36;2025
6005;400;8000;;;;;;;0;YK;36;2025
6010;400;2000;;2;1;;;;3;YK;36;2025
6010;400;6000;;;3;4;1;4;12;YK;36;2025
4426;400;7000;;;;;;1;1;CÇ;36;2025
6007;400;8000;;;1;;;;1;CÇ;36;2025
6008;400;8000;;1;;1;1;;3;CÇ;36;2025
6010;400;8000;;;2;;;;2;CÇ;36;2025
6011;400;5000;;;1;;;;1;CÇ;36;2025
6012;400;2000;;;1;;;;1;CÇ;36;2025
6012;400;5000;;;1;;;;1;CÇ;36;2025
6012;400;6000;;;;;2;;2;CÇ;36;2025
6012;400;7000;;;;;;2;2;CÇ;36;2025
6012;400;8000;;1;;;;;1;CÇ;36;2025
6013;400;8000;;1;;;2;;3;CÇ;36;2025
6004;400;7000;;;;;;;0;RP;37;2025
6011;400;8000;;1;4;2;3;4;14;RP;37;2025
6004;400;8000;;;;4;1;2;7;RP;37;2025
6011;400;7000;;4;2;2;4;2;14;RP;37;2025
6011;400;2000;;;;;;;0;MY;37;2025
6011;400;5000;;;2;;;;2;MY;37;2025
6001;400;5000;;6;3;2;;;11;MY;37;2025
6008;400;5000;;;3;;;;3;MY;37;2025
6002-5;400;5000;;;;4;6;6;16;MY;37;2025
6011;400;5000;;6;;4;;;10;SA;37;2025
6009;400;5000;;;;;;;0;SA;37;2025
6011;400;2000;;;4;4;;;8;SA;37;2025
6011;400;8000;;;2;;;;2;SA;37;2025
6013;400;2000;;;;;4;4;8;SA;37;2025
6013;400;7000;;;;;2;4;6;SA;37;2025
6013;400;5000;;;;;;;0;SA;37;2025
6013;400;400;;;;;;;0;SA;37;2025
6011;400;7000;;;;;;;0;SA;37;2025
6011;400;6000;;;;;2;;2;SA;37;2025
6009;400;5000;;1;;;;;1;UU;37;2025
6004;400;7000;;1;;;;;1;UU;37;2025
6011;400;2000;;2;;;;;2;UU;37;2025
6008;400;5000;;;4;;;;4;UU;37;2025
6010;400;5000;;;1;;;;1;UU;37;2025
6010;400;2000;;;1;;;;1;UU;37;2025
6013;400;5000;;;2;;;;2;UU;37;2025
6011;400;2000;;;;4;;;4;UU;37;2025
6010;400;5000;;;;;;4;4;UU;37;2025
6013;400;5000;;;;;;4;4;UU;37;2025
6008;400;600;;;;;;;0;HEÖ;37;2025
6008;400;700;;2;;;;;2;HEÖ;37;2025
6008;400;2000;;;;5;;;5;HEÖ;37;2025
6008;400;5000;;2;;;;;2;HEÖ;37;2025
6008;400;6000;;;2;;;;2;HEÖ;37;2025
6008;400;7000;;4;;3;6;;13;HEÖ;37;2025
6008;400;8000;;;2;;2;;4;HEÖ;37;2025
6008;400;7000;;4;;;;;4;UK;37;2025
6007;400;700;;4;;2;;;6;UK;37;2025
6012;400;4000;;;5;4;2;6;17;UK;37;2025
6012;400;7000;;;2;2;3;2;9;UK;37;2025
6007;400;400;;;1;;1;;2;UK;37;2025
4390;400;5000;;1;;;;;1;CÇ;37;2025
4426;400;600;;;1;;;;1;CÇ;37;2025
4426;400;700;;1;;;;;1;CÇ;37;2025
4426;400;7000;;;0,5;;;;0,5;CÇ;37;2025
4426;400;8000;;;;;0,5;;0,5;CÇ;37;2025
6003;400;8000;;1;;;;;1;CÇ;37;2025
6007;400;600;;;;0,5;;;0,5;CÇ;37;2025
6007;400;7000;;1;;;;;1;CÇ;37;2025
6007;400;8000;;;;;;1,5;1,5;CÇ;37;2025
6008;400;7000;;;;;;;0;CÇ;37;2025
6008;400;8000;;1,5;;0,5;;;2;CÇ;37;2025
6010;400;600;;;;;;;0;CÇ;37;2025
6010;400;1000;;;;;;;0;CÇ;37;2025
6010;400;2000;;;0,5;0,5;1;;2;CÇ;37;2025
6010;400;8000;;;;;;2;2;CÇ;37;2025
6011;400;5000;;;;;;;0;CÇ;37;2025
6012;400;400;;;;2,5;;2;4,5;CÇ;37;2025
6012;400;700;;;1;;;;1;CÇ;37;2025
6012;400;1000;;;;;1;;1;CÇ;37;2025
6012;400;2000;;;;;1;;1;CÇ;37;2025
6012;400;5000;;;;;1;;1;CÇ;37;2025
6012;400;7000;;;0,5;;;;0,5;CÇ;37;2025
6012;400;8000;;;;1,5;;;1,5;CÇ;37;2025
6013;400;5000;;;;;1;;1;CÇ;37;2025
6012;400;7000;;;;;2;;2;BP;37;2025
6012;400;5000;;;;2;2;3;7;BP;37;2025
4385;400;8000;;2;3;0,5;;;5,5;BP;37;2025
4425;400;8000;;;;;;;0;BP;37;2025
6012;400;2000;;2;2;2;;3;9;BP;37;2025
6007;400;7000;;;;2;;2;4;BP;37;2025
6007;400;8000;;4;3;;2;;9;BP;37;2025
6010;400;5000;;8;8;8;8;;32;SH;37;2025
6013;400;5000;;1;;;3;1;5;KP;37;2025
6013;400;8000;;1;3;2;2;2;10;KP;37;2025
6013;400;2000;;4;2;2;1;2;11;KP;37;2025
6013;400;7000;;;;3;;;3;KP;37;2025
6006;400;8000;;;;;;1;1;KP;37;2025
6006;400;7000;;;;;;1;1;KP;37;2025
6010;400;5000;;8;8;8;8;8;40;BS;37;2025
6011;400;5000;;8;8;8;8;8;40;DB;37;2025
6002-7;400;5000;;1;3;2;1;1;8;AG;37;2025
6010;400;5000;;3;2;3;1;2;11;AG;37;2025
6012;400;5000;;;;2;;;2;AG;37;2025
6011;400;5000;;2;;;;4;6;AG;37;2025
6013;400;5000;;1;3;;2;;6;AG;37;2025
6002-5;400;5000;;1;;;4;1;6;AG;37;2025
6006;400;8000;;4;6;3;4;4;21;AEA;37;2025
6006;400;7000;;3;2;3;3;4;15;AEA;37;2025
6003;400;8000;;1;;1;;;2;AEA;37;2025
6003;400;7000;;;;1;1;;2;AEA;37;2025
6008;400;2000;;1;1;1;3;2;8;BÞ;37;2025
6008;400;4000;;2;2;1;2;6;13;BÞ;37;2025
6008;400;5000;;3;4;2;1;;10;BÞ;37;2025
6008;400;7000;;1;;2;;;3;BÞ;37;2025
4384;800;8000;;;1;;;1;2;VYÇ;37;2025
6008;400;7000;;;;;;1;1;VYÇ;37;2025
4425;400;8000;;;1;;;;1;VYÇ;37;2025
4375;400;8000;;;;;0,5;1;1,5;VYÇ;37;2025
6008;400;7000;;7;5;7;5;;24;VYÇ;37;2025
6008;400;8000;;;;;1,5;4;5,5;VYÇ;37;2025
6008;400;5000;;5;6;4;6;5;26;EA;37;2025
4411;400;8000;;1;;;;;1;YK;37;2025
6001;400;8000;;;;;1;1;2;YK;37;2025
6010;400;8000;;1;1;;;1;3;YK;37;2025
6001;400;7000;;;;;1;;1;YK;37;2025
6010;400;5000;;;;;3;;3;YK;37;2025
6010;400;7000;;2;3;4;2;2;13;YK;37;2025
4411;400;7000;;2;;;;;2;YK;37;2025
6005;400;8000;;;;;;;0;YK;37;2025
6010;400;2000;;2;1;;;;3;YK;37;2025
6010;400;6000;;;3;4;1;4;12;YK;37;2025
6004;400;7000;;;;;;;0;RP;38;2025
6011;400;8000;;2,5;3;;3;1;9,5;RP;38;2025
6004;400;8000;;1;;1;;;2;RP;38;2025
6011;400;7000;;;;1;;4;5;RP;38;2025
6011;400;2000;;;;6;;3;9;RP;38;2025
6011;400;5000;;;2;;;;2;RP;38;2025
6002;400;8000;;1;3;;;;4;RP;38;2025
6002;400;7000;;3;;;;;3;RP;38;2025
4375;400;8000;;0,5;;;;;0,5;RP;38;2025
6008;400;600;;;;;2;;2;HEÖ;38;2025
6008;400;700;;;;;;1;1;HEÖ;38;2025
6008;400;2000;;2;;;;;2;HEÖ;38;2025
6008;400;5000;;;;2;2;1;5;HEÖ;38;2025
6008;400;6000;;;;;;;0;HEÖ;38;2025
6008;400;7000;;2;;4;4;3;13;HEÖ;38;2025
6008;400;8000;;2;1;;;3;6;HEÖ;38;2025
6011;400;5000;;4;3;2;4;2;15;SA;38;2025
6011;400;2000;;;2;;;;2;SA;38;2025
6011;400;8000;;;;2;;;2;SA;38;2025
6013;400;5000;;3;;;;;3;SA;38;2025
6011;400;7000;;;2;;;5;7;SA;38;2025
6011;400;6000;;;;;2;;2;SA;38;2025
6010;400;5000;;;;3;;;3;SA;38;2025
6012;400;7000;;;;;;1;1;BP;38;2025
6012;400;5000;;5;4;2;2;1;14;BP;38;2025
4385;400;8000;;1;2;;;1;4;BP;38;2025
6012;400;2000;;;;3;5;4,5;12,5;BP;38;2025
6007;400;8000;;2;2;3;1;1;9;BP;38;2025
6008;400;5000;;;2;;;;2;MA;38;2025
6011;400;5000;;;5;7;4;7;23;MA;38;2025
4425;400;5000;;;;;2;;2;MA;38;2025
6006;400;2000;;;1;;;;1;CÇ;38;2025
6006;400;7000;;1,5;;;;;1,5;CÇ;38;2025
6006;400;8000;;1;0,5;;;;1,5;CÇ;38;2025
6007;400;8000;;;;1;;;1;CÇ;38;2025
